reviewText,sentimentScore
"This probably best documentary I seen long time. Jonny Kennedy still tragically beautiful inspiration. Not survivor one painful diseases there, used beauty show world life death never give reaching people spreading love. Watching minutes life long struggle heart-wrenching. Listening smart ass remarks seeing adorable gestures heartwarming. And seeing smile indescribable. I feel blessed able touched tiny giant. Please, ever chance watch film - consider lucky met Jonny Kennedy.",1
"...this is, else, typical Crown International Pictures drive-in (read ""passion pit"") programmer. The 1975 Sammy Johns hit record ""Chevy Van"" heard repeatedly soundtrack (this movie even reissued title CHEVY VAN), despite film's title vehicle Dodge. Danny DeVito makes six minutes on-screen appearance, countless VHS reissues falsely credit star flick. The movie comparatively sexist morality tale -- Bobby find sexual satisfaction one-night-stand customised van facilitates, must wait Tina, girl dreams, gives time day? Still, representative prevailing carnal dream male American high schoolers time, basis alone THE VAN has, almost spite itself, become artifact period must referenced honest retrospective period's popular American cinema...",1
"While movie's style understated realistic sound version probably would been, still good film. In fact, seen excellent film day, nominated first Best Picture Oscar (losing WINGS). I still consider WINGS superior film, one excellent despite little bit overacting lead, Emil Jannings. Jannings general Czarist Russia living final days making bucks 1920s Hollywood extra. His luck appears changed gets casting call--to play Imperial Russian general fighting Communists revolution. Naturally much stretch acting-wise, also gets old man thinking old days revolution. Exactly happens next I'll leave you, pretty good film--particularly end. By way, look William Powell Russian director. Despite made 1928, makeup look much younger many later films.",1
"There's spate recent surfing movies I seem haphazardly run across without advance warning. I caught treasure digital cable week pleasant surprise was! The focus pioneers big wave surfing 60's Greg Noll current Laird Hamilton, Waimea Bay Mavericks Jaws. Hell, I could watch movie Laird Hamilton - one generation's great athletes - rest gravy. There's loads good surfing mixed interviews past present surfing stars, pleasant, relaxed unpretentious fashion. Of surfing movies I've seen tells big-wave story best, I think favorite. Enjoy!",1
"I watched first series avidly, wondered whether I'd go back lengthy break it. However, I tuned episode one Series 2 hooked again. This really excellent telly; ground-breaking stuff like Mission:Impossible back 1960s. The characters well rounded, expand series goes on, change adapt - readily others - new surroundings, cleverly remain strictly character, yet possible sympathy someone thought could ever feel sorry for, something really crushing happens them. I hope many years 'Lost' look forward - I actually mind much I never get answers mysteries!",1
"Terrible film made budget $9.99. Very obvious miniature sets used, poor acting awful storyline concerning aliens use discarded meat butcher shop fuel spaceship. The film contains blood (not enough disturb) character eggbeater replacing one hands. (Yes read correctly.) One saving grace song performed ""talent show"" (how's irony?) punk/new wave band I think called ""I'm A Heat Seeking Missile"". Other that, worth time, even ""so bad good"" level. Watch cheesy alien films, anyone else steer clear.  Rating: 1 10",0
"Military training films becoming common becoming genre unto themselves. Among prominent have, `Officer Gentleman', `Top Gun', `GI Jane', `Men Honor'. The fact one happened true change fact formula same. This film probably like `GI Jane' since focuses desegregation angle. The story actually quite inspirational probably best human-interest story among mentioned above. Carl Brashear (Cuba Gooding, Jr.) unquestionably man great courage principle, strength character shines brightly film. Unfortunately, director George Tillman tunnel vision presenting characters eschews character development various characters Brashear favor showing Brashear constant state adversity. Billy Sunday (Robert De Niro) central figure, except initial scene, fistfight couple scenes wife, know much him. For instance, Brashear sees scars Sunday's palms assume worked plow, follow-up point. Mr. Pappy (Hal Holbrook) gets one short scene judge him. The rest screen time shows pacing around ranting. If director going make human-interest story, needs humanize characters. Cuba Gooding Jr. gives outstanding performance Brashear. This probably best I've seen him. This role character far complete part played before, rises occasion. In `Jerry Maguire', Rod Tidwell fascinating, one-dimensional character depth rain puddle. Brashear much complex grounded, issues faces life crises, making part far challenging. This excellent recovery Gooding's last role `Chill Factor', film dreadful almost act professional suicide take part. After stint trying hand comedian (`Analyze This', `The Adventures Rocky & Bullwinkle', `Meet The Parents'), Robert DeNiro back dramatic roots outstanding performance. DeNiro bad comedian, great dramatic actor seems like waste time comedy. DeNiro endows Billy Sunday rock hard personality belying tortured soul. It pleasure watching work.  It seems every film I watch lately Charlize Theron it. I saw `The Legend Bagger Vance', `Men Honor' `The Yards' right row I beginning wonder part every film 2000 (actually, five). This minor role Theron, carried well managed stay DeNiro step step. David Keith, co-starred Richard Gere `Officer Gentleman', cameo here The DVD interesting special features, including reflections real Carl Brashear deleted scenes. I enjoyed film despite hackneyed plot one-dimensional presentation. I rated 7/10. I'm sucker underdog stories I fondness stories strength character central theme. This film particularly strong areas brings us two memorable acting performances compensate director's shortcomings.",1
"Normally I'm motivated write reviews. But movie excruciatingly painful I feel I must. I cringed appallingly predictable plot, lame acting laughed moments supposed tense. Indeed audience seemed pretty bored chatty even ""most tense"" moment movie. Molly Ringwald stood performance merit tortured production. Even ""twist"" end wasn't. I've heard said movie take seriously; I could find little evidence movie. Cut left cutting room floor. Do favour spend time money something else!",0
"This would number one movie year 1991, except got beat brilliant JFK. This wonderful movie! I loved it. I love stories different characters' lives intersect others deal lives. Kevin Kline good here, outshined Danny Glover and, especially, Steve Martin. I've never much like Martin style, great. I loved whole speech gave Kline near end Grand Canyon. The writing excellent. Larry Kasdan is, IMO, great dialogue writer, along ways Kevin Smith Quentin Tarantino. Here, formed several three-dimensional characters well thought storylines, messages give positive feel lives. A truly excellent film. 4 4 stars",1
"Spider-Man opinion best superhero ever, game best superhero game ever. While may somewhat easy, play several times get costumes comic book covers, makes easy get game. It may seem hard control first, get hang it, web-slinging like Spider-Man himself. The bosses, like levels somewhat easy, fun. The first boss, Scorpion, incredibly easy beat, fans comic books know, Scorpion one Spider-Man's deadly villains. The second boss, Rhino, also easy. The 3rd boss Venom, opinion easiest boss game, definately be. The 4th boss Venom again. This time, little bit difficult beat still easy. The 5th boss Mysterio, I think funnest boss battle game. He also one harder bosses, again, still fairly easy. Next boss Carnage, is, guessed it, easy beat. But Carnage actually kind fun fight. 7th boss Doctor Octopus, like bosses easy, easy ones shield. The 8th final boss exclusive game, never comic book cartoon. I spoil played game, boss boss game easy. Took 4 5 tries beat others I beat first second tries. All all, good game. I gave 8 10. The reasons I give 9 10 get costumes comic book covers gets kind boring (getting stuff take though), accurate according comic books cartoon show, bosses easy, used Hobgoblin and/or Green Goblin boss, I think would fun battle someone flying around air! They use sequel game either! Well Green Goblin villain upcoming Spider-Man movie, hopefully make video game based movie.",1
"I know sitcom not, I agree one greatest television shows ever. It's great show still airs. And I love Michelle. It's cute episodes baby talked, sometimes said something funny. Aw. This show relate children teens and.. well, families struggle rough times try work family. I know would ever turn opportunity watch show someone.  I love episode I think name DD.. older girl accidentally stole sweatshirt, learned lesson stealing. That great episode. An example TV show shows family working things family. I recommend show everyone.",1
"Colleges, High Schools, Fraternities Sororities popular stalking grounds maniacal madmen since slasher cycle first became popular cinema culture throughout late seventies. Even backwoods cabins campsites rode shotgun amount massacres taken place campuses since Halloween categorised genre cult horror category. From early entries like To Good Night right big budgeted schlock titles like Urban Legend Schools Out, there's usually always campus slasher lurking somewhere pipeline. Despite picked Troma - titans B movie badness ┬û Splatter University heavily panned upon release never really found audience. Even notorious hack slash websites like HYSTERIA-LIVES written Richard Haines' splatter yarn one worst early eighties boom. I always approach criticised movies optimistically there's often chance bad reviews unfairly contagious like dose flu, crowds judgement certain authors. It begins traditional fashion place maniac worth salts emerges. Yep guessed ┬û insane asylum! It seems one inmates decided he's unhappy level service institution therefore he's looking take business elsewhere. The unseen nut-job makes break stabbing unfortunate orderly sun certainly shine. He obviously favours dress sense murdered worker, takes liberty borrowing uniform, blood stained trousers all! Three years later, transfer St Trinians College, educational establishment controlled catholic priests. A teacher busy hours marking students work sudden there's knock door. Before chance find unseen visitor wants, stabs chest kitchen knife falls floor bloody heap. This course means there's vacancy university we're introduced Julie Parker (Francine Forbes), lovable replacement recently departed lecturer. It seems arrival inadvertently given resident maniac motivation needs go holds barred slaughter-thon. Before long students teachers alike dropping like flies camera shy menace stalks corridors local areas armed exceptionally large blade. Suspicious suspects abound, professor Parker solve mystery campus murderer becomes another statistic?  I'm precisely sure many versions movie available. The UK altered video released alias Campus Killings, US copy I states complete unedited edition, could mean censored print floating somewhere? I'd fairly surprised case Splatter University certainly gore-delicious hyperbole packaging would lead believe. One two litres corn syrup certainly stand gore hound's scrutiny compared likes Blood Rage Pieces, instance movie somewhat hyped. One thing many critics failed mention charming lead performance Francine Forbes, ends carrying entire picture shoulders throughout 79-minute running time. Despite amateurish direction Richard Haines still unveils magnificent potential lead chance another stab serious acting accomplished helmer. Unfortunately possibility never came, bottom barrel bombs like Death Ring Splitz certainly help nurture talent could improved dramatically right scholarship. The rest cast members par course movie obscurity, especially wooden plank teenagers strange reason acted like auditioning remake Grease The Wanderers. The bog standard point shoot direction helped build much confidence project fact signs potential undermined clumsy handling script writer left feature effectively unredeemable. Perhaps claim originality found Haines' slasher brave attempt contrasting conclusion. Let's say final I expecting witness movie typical cycle. At one point runtime, one teens says, ""Man Parker bores tears┬à"" Well said Splatter University, never lifts pace slow motion. With said though, Francine Forbes made delectable scream queen undoubtedly one I would paid watch similar role. So pretty much sums un-troma-tising ride. Slow paced, shoddy still strangely alluring; especially forgiving give chance┬à",0
"The title sound one characters makes drives imaginary trolley across garbage dump characters live. The film based series stories Shugoro Yamamoto tells story group people effectively live ramshackle homes edge dump. It's mix laughter sadness. First color film made Akria Kurasowa something I've wanted see long time. Weirdly often listed available shortened version three four hour original due error run time promotional material. I holding full version, waiting see Kurasowa wanted us see, find recent release Criterion 140 minute version full version. Finally sitting see film last night I'm mixed emotions film. First foremost visually linked every film followed. You see every Kurasowals remaining six films reflected movie, painted sunsets. Its striking film use color understand took long film stock would happy (of course failed projects well). The film visual work art.(Though warned going see widescreen TV shot 1.33 appear normal TV ratio.) The rest film mixed bag. Part problem lives people quite come together. As separate tales work well filmic whole hang one. I blame Kurasowa since one can't always hit things box, especially one like Robert Altman specialized multi-character films sort occasionally bombed himself. This say reasons see film. As Kurasowa films always reasons see films, whether work not. The first trip ""trolley"" one best things Kurasowa ever worth price rental. Its one magical moments film history trolley inspected taken out. The father son living car touching (though ultimately sad) bits pieces shine (like cast across board great) one least try film something different man usually associated samurai films crime dramas. Its intriguing misfire master filmmaker means case means better filmmakers successes. Between 6 7 whole, much higher pieces.",1
"I'm big fan Martial Arts movies, video shop nearly empty Jet Li Lethal Weapon 4 I got free films I'd rented, either way I rented it. I absolutely loved it, flatmate (22 year old Biochemistry Accountancy students) spent half hour film making strange Kung Fu noises throwing beermat shurikens other. I can't explain (well maybe little tequila). I never enjoyed Bruce Lee, skinny bloke kicking big bloke, beating him, kicking bigger bloke etc film ends. Think Jackie Chan little less comedy action.",1
"The main problem I see film score, screams every note, ""This cheap-ass movie."" There's much say here. The score plain sucked. The second problem, I see quite severe well involves unwinding plot near end film (one money shots, will), dialogue Martha (Adrienne Barbeau) sunflower man (Richard Ziman), Martha revealed leader experiment. At times dialogue, viewer much aware s/he listening movie dialogue. In words, suspension disbelief breaks here. The integrity believable dialogue two people sacrificed willy-nilly stuffing information movie makers wish impart audience. The third problem casting Adrienne Barbeau. While I honestly believe fabulous actress within oeuvre, I feel part may much stretch. The main point performance seem mesh spectrum across character moves film loving mother troubled family almost Rambo-like woman mission. This aspect script would obviously stretch actress, one cannot place much blame, therefore, upon Barbeau. To degree fairly competently acted part, however, I would call moderately severe problem film whole. Finally, film wonderful job first half building creep factor, notably horror flashes. I feel film would benefited commitment flashes mechanism preventing fizzling creep factor second half movie. So what's holistic grading piece? I'd give solid C+ B-, depending upon much credit inclined give makers producing film limited budget. Even two severe two moderately severe problems, film premised solid plot Jungian side Nazi mysticism. I see problems plot development coherence; dialogue, noted exception above, downright brilliant places, especially important keystone scene mother daughter beginning movie; mentioned, creep factor well crafted, bit fizzly second half; Nicholas Brendan, also associated produced, delivered wonderful performance. All all, film definitely worth view---see Nazi love. :)",1
"It's strange, yet somehow impressive story, love. Personnaly, I never run twist-off story real life. But, I image is. It's story promises ""sick"" title. But, I watch it, I get feeling ""sickness"" I would surely regarding society rules. It's something beautiful movie... something impressive...which I cannot contradict using moral society rules. The movie focuses mostly relation Kiki Alex. You see relation starts, evolves finally ends. You feel moment love blossoms, first whispers, touchings. You feel connection. And moment I though immoral. You even hope break end....it cannot break...it's right. You feel pain hart broken end... But,I need also add negative spin comment...I know story somehow *showed* give feeling relations sick form, content. You total story, fragments. When movie started, relation Kiki Sandu already place. So, clue nature relation. You feel tension them...a fight need love desire break relation. I think line Kiki Sandu says all: ""I want stop...and love me, I ask you"". This movie probably stir questions love moral...and where's limit them. I know idea movie ""love conquers all...even social moral standards"" ""love beautiful...no matter where"". But opinion, movie already success simple reason makes think...",1
"Theo Robertson commented WAW adequately cover conditions WWI lead Hitler's rise WWII. Perhaps missed first ONE quarter HOURS volume 8? Covers period, together earlier volumes series, shows clearly existing conditions, I feel. A friend mine grew Germany period, joined Hitler Youth even, experiences similar mentioned WAW. This documentary SO far History Channel's documentaries I also own, comparison. The ONLY fault, small one, I WAW this: numbers included, many times. For instance, talking lend-lease, much war material lent/leased? How much Russia, much Britian? How many merchant ships U-Boats sink, when? How many ships German Japanese Navy have, total, 1941? What type they? How many troops? How many troops allies have, total, country? Lots numbers could made lot viewers nod off, I would preferred MORE! And naturally, I always want see military analysis. Like WHY Patton & Clark trap German army Cassini, surrounded, instead racing Monty Rome, letting escape? I think begin understand war seen video segments ""total war"", like fire bombing Dresden. It's like trying understand Auschwitz, etc., see clips death camps: can't wrap head around - unbelievable. Unknown time, course, unfilmed, egregious cruelties inhumanities Japanese, including cannibalism, (read ""Flyboys""), LIVE vivisection medical ""experimentation"" prisoners, w/o anesthetic!  Dave",1
"A long time ago, I watched movie middle cable. I crush Mary Moronov. I saw Eating Raoul. I convinced hottest woman screen. I maybe biased movie. 9 10. This's movie I original tape.",1
"The actors really good job playing roles--particularly mom. However, movie progressed I found I watching acting I cared least people. And, times, I felt irritated irresponsible hands-off approach parenting displayed again. The daughter 17 year-old shallow skank whose main ambition life bedding famous men becoming dancing nyphette (complete lots ""booty shaking""). The son guy low self-esteem seems desperate relationship friends--so much throws drug party late film. The husband wife bored, rather put energy stale relationship would rather seek new partners (though wife picks poorly, man ""throws at"" happens gay---OOPS!). I felt ALL characters needed grow hard time caring shallow jerks. I think author's attempt demonstrate utter banality hollowness capitalist system. However, given characters NOT typical average western family, seems disingenuous.",0
"Beautiful film, pure Cassavetes style. Gena Rowland gives stunning performance declining actress, dealing success, aging, loneliness...and alcoholism. She tries escape subconscious ghosts, embodied death spectre young girl. Acceptance oneself, human condition, though overall difficulties, real purpose film. The parallel theatrical sequences film puzzling: like stage became way Heroin. If american movies could top-quality, dealing human relations adult level, trying infantilize standardize feelings... One best dramas ever. 10/10.",1
"An underrated addition Graham Greene cinematic canon - perceived faults seen virtues. Director Shumlin, theatrical director, frames action oppressive rigidity appropriate material, seemingly inept compositions compellingly suggest unease. Both dark thriller story moral regeneration (for female character! In 40s thriller!), film upright hero turns mad murderous (and possibly paedophiliac), brilliantly brings faraway ideologies Spanish Civil War jolting dangerous reality, one horrific murder, astonishing insights class capitalism, clever theatrical metaphors, rare approximation Greene's God, ending happy know nothing history.",1
"I work children 0 ┬û 6 years old love Doodlebops. The Doodlebops energetic, vibrant appealing. Once start singing, ''We're Doodlebops We're Doodlebops We're Doodlebops Oh yeah Come join fun we're laughing we're singing day"" almost impossible join song. The Doodlebops brings viewer world color fun. Each show adventure, Doodlebops try change world preachy messages fun sorting everyday life challenges young child may relate to. The Doodlebops refreshing, high action alternative regular children's television programs.",1
"I saw two movies weekend, One ""kaal"" ""Waqt"". Both movies made ""Bollywood"" worlds apart. The fundamental difference Story Director. Vipul Shaw made indelible mark ""Ankhen"", one best Comedy Hindi movies. His Casting Charecteres perfect. The story apparently taken Gujerati Play awesome,the treatment superb exceptions. In Bollywood movie put together first thing Bollywood Director prone sign music director guy (mediocre Malik instance)is obligated drum six songs fulfill contract. So even good Director like Vipul Shah use appease Finacier Grandma's cant get enough numbers. No Music director churn good songs relentlessly clearly evident movie. None songs melody clearly intrusive narration story except background music westernized version Bharat-Natyam. The duelling role playing Father Son good acting Bachachan Akshay Kumar. His stunt scenes clearly outstanding. A good director surrounds good actors willing wait till good story comes along super movie. Then cheap classless tasteless Producer like Sharukh Khan stoop low shamelessly plug promote trash like ""Kaal"" enrich cost betterment Art, surround borderline talent, recoup investment word gets around. These Bollywood locusts prey unsuspected audience garner ""Film Farce"" awards given Bollywood Chamcha's Media.",1
"I watched years ago. I remembered mysterious situations, mixture melancholic things, like fate Dorothy personal future Bogdanovich. I turn watch VHS copy I reviewing more. Nowadays I waiting DVD version, price, please! The country easy listening music well chosen first second, bit blueish, also happy. All characters great me, funny situations, great acting lot dialogs turn cult movie lot people I met Internet cinema clubs. This may casualty. I think title hope life! You happy laugh much possible I know may particular comment movie, fact I like much, I think movie marked I never forget it.",1
"After see Vertigo, watch Bell, Book Candle, made within months other. My second favorite Kim Novak film, Picnic, coming third. All three performances great, Vertigo, best, all. They came nowhere Kansas Prairie town, near by, Salina, Kansas 50s, film, Picnic.  Bell, Book Candle's musical score, I believe one Alex North's. Perfect bit comedy. After Vertigo, Stewart Novak, comedy, amusing note dramatic contrast. Worth time, like Kim Novak. The Greta Garbo youth.",1
"I generally love 1930 mystery/police Charlie Chan type movies, exception. However, something seems bad movie. A late attempt switch cerebral Moto movies centered around plot contrivances salad bar spoilt comedy relief relieving sore feet. A typecast buffoon appears nowhere impersonating clumsy Englishman plays detective, even characters seem entangled providing comedy relief. The plot may seem odd bare excuse us today, back possibility epochal archaeological discoveries real, commonplace occurrence.",1
"Ah, 1970's. A time swinger. To honest, today also good time swinger felt daring then. Joe Sarno offers pretty good soft-core film. In fact, like today, actors famous hardcore actors. Unlike today, people good actors films plot character development. It's pretty much would expect swinger's movie. Two couples open relationships re-ignite wanderlust MILF one women come visit. Not much it. Of course, MILF Jennifer Welles different story. Not many 40-somethings look delicious undressed Ms. Welles. It's worth price alone see Ms. Welles look mirror Aphrodite. She's ""Stifler's Mom"". She's way sexier. I also digged Chris Jordan's Anna. Jordan looks sounds much like Elaine Joyce I thought might ""separated birth"" twin even Elaine herself. Anna always eating must incredible metabolism. Unlike 1990's soft-core porn, 70's softie porn retained hardcore film's realism (something 2000's soft-core brought back occasion, instead 90's music canned orgasms) full force. It's real feels real. For enjoyed Quebec produced ""Deux Femmes En Or"", enjoy one. Another classic film Drive-In Classics, best $2.50 CAN month spend.",1
"This I still nightmares. This terrifying film (a musical) considered appropriate children 1970s. A boy leaves magical journey island. The mayor island, Pufnstuf, allegedly dragon, looking like newt conjunctivitis me, magic talking flute targeted witch (Billie Halliday, considered 'a bit alright' time). The flute recovered 'interesting' witches convention, witches gay old time. The boy dresses drag 'fairy' recover flute. Not suitable children.",1
"Really enjoyed little movie. It's moving film struggle, sacrifice especially bonds friendship different peoples (the child actor plays Miki especially good). There's many large scale impersonal films set around WW2, convincingly told little story real break norm, original one that. I'll also add film far boring, far!! Of course Horses wonderful scenery breathtaking. To anyone really treats animal part family (I do), find film especially rewarding. Recommended movie fans look something little different.",1
"Oh god, horrible, horrible film. Meant comment state society, reflection worst worst reality TV. Interstitials hosted Jason Jones Don McKellar obnoxious part, written tone perhaps meant reflexive insightful. Rather, moments mind numbing speak camera dialogue written someone love insulting, condescending speech shoves ""meaning"" film viewer's throat. Also, point would-be filmmakers: Long takes quiet scenes equal art. Neither extreme angles logic stretched point absurdity. If anyone interested watching film, please don't. Seriously. Please. You better things do.",0
